title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,introduction,produce_year,runtime,rating
Blue Is the Warmest Colour,/title/tt2278871/,https://www.metacritic.com/movie/blue-is-the-warmest-color?ftag=MCD-06-10aaa1c,"Drama,Romance",NC-17,148009,89,NC-17,180 min,"
Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",2013,180,7.7
The Lion King,/title/tt0110357/,https://www.metacritic.com/movie/the-lion-king?ftag=MCD-06-10aaa1c,"Animation,Adventure,Drama",G,1011677,88,G,88 min,"
Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",1994,88,8.5
The Pianist,/title/tt0253474/,https://www.metacritic.com/movie/the-pianist?ftag=MCD-06-10aaa1c,"Biography,Drama,Music",R,795223,85,R,150 min,"
A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.",2002,150,8.5
Midnight in Paris,/title/tt1605783/,https://www.metacritic.com/movie/midnight-in-paris?ftag=MCD-06-10aaa1c,"Comedy,Fantasy,Romance",PG-13,412247,81,PG-13,94 min,"
While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",2011,94,7.7
The Great Escape,/title/tt0057115/,https://www.metacritic.com/movie/the-great-escape?ftag=MCD-06-10aaa1c,"Adventure,Drama,History",Approved,238840,86,Approved,172 min,"
Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.",1963,172,8.2
A Clockwork Orange,/title/tt0066921/,https://www.metacritic.com/movie/a-clockwork-orange?ftag=MCD-06-10aaa1c,"Crime,Sci-Fi",R,802488,77,R,136 min,"
In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",1971,136,8.3
Pan's Labyrinth,/title/tt0457430/,https://www.metacritic.com/movie/pans-labyrinth?ftag=MCD-06-10aaa1c,"Drama,Fantasy,War",R,650835,98,R,118 min,"
In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",2006,118,8.2
Casino,/title/tt0112641/,https://www.metacritic.com/movie/casino?ftag=MCD-06-10aaa1c,"Crime,Drama",R,500588,73,R,178 min,"
A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",1995,178,8.2
Zootopia,/title/tt2948356/,https://www.metacritic.com/movie/zootopia?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,474508,78,PG,108 min,"
In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",2016,108,8.0
The Fugitive,/title/tt0106977/,https://www.metacritic.com/movie/the-fugitive?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",PG-13,285734,87,PG-13,130 min,"
Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",1993,130,7.8
The Breakfast Club,/title/tt0088847/,https://www.metacritic.com/movie/the-breakfast-club?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,381452,66,R,97 min,"
Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.",1985,97,7.8
Jai Bhim,/title/tt15097216/,https://www.metacritic.com/movie/the-breakfast-club?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",TV-MA,175715,,TV-MA,164 min,"
When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",2021,164,9.3
Casino Royale,/title/tt0381061/,https://www.metacritic.com/movie/casino-royale?ftag=MCD-06-10aaa1c,"Action,Adventure,Thriller",PG-13,638825,80,PG-13,144 min,"
After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",2006,144,8.0
The Exorcist,/title/tt0070047/,https://www.metacritic.com/movie/the-exorcist-1973?ftag=MCD-06-10aaa1c,Horror,R,386015,81,R,122 min,"
When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",1973,122,8.0
Moneyball,/title/tt1210166/,https://www.metacritic.com/movie/moneyball?ftag=MCD-06-10aaa1c,"Biography,Drama,Sport",PG-13,405432,87,PG-13,133 min,"
Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.",2011,133,7.6
12 Years a Slave,/title/tt2024544/,https://www.metacritic.com/movie/12-years-a-slave?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,679264,96,R,134 min,"
In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",2013,134,8.1
Star Trek,/title/tt0796366/,https://www.metacritic.com/movie/star-trek?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,595645,82,PG-13,127 min,"
The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.",2009,127,7.9
Amélie,/title/tt0211915/,https://www.metacritic.com/movie/amelie?ftag=MCD-06-10aaa1c,"Comedy,Romance",R,737632,69,R,122 min,"
Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",2001,122,8.3
The Hobbit: The Desolation of Smaug,/title/tt1170358/,https://www.metacritic.com/movie/the-hobbit-the-desolation-of-smaug?ftag=MCD-06-10aaa1c,"Adventure,Fantasy",PG-13,637357,66,PG-13,161 min,"
The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",2013,161,7.8
Soul,/title/tt2948372/,https://www.metacritic.com/movie/soul?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,300538,83,PG,100 min,"
After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",2020,100,8.1
Demon Slayer the Movie: Mugen Train,/title/tt11032374/,https://www.metacritic.com/movie/demon-slayer--kimetsu-no-yaiba--the-movie-mugen-train?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",R,49094,72,R,117 min,"
After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.",2020,117,8.3
Snatch,/title/tt0208092/,https://www.metacritic.com/movie/snatch?ftag=MCD-06-10aaa1c,"Comedy,Crime",R,829244,,R,102 min,"
Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",2000,102,8.2
Silver Linings Playbook,/title/tt1045658/,https://www.metacritic.com/movie/silver-linings-playbook?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",R,693608,81,R,122 min,"
After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",2012,122,7.7
City of God,/title/tt0317248/,https://www.metacritic.com/movie/city-of-god?ftag=MCD-06-10aaa1c,"Crime,Drama",R,735484,79,R,130 min,"
In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",2002,130,8.6
Fargo,/title/tt0116282/,https://www.metacritic.com/movie/fargo?ftag=MCD-06-10aaa1c,"Crime,Thriller",R,657920,85,R,98 min,"
Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.",1996,98,8.1
Harry Potter and the Half-Blood Prince,/title/tt0417741/,https://www.metacritic.com/movie/harry-potter-and-the-half-blood-prince?ftag=MCD-06-10aaa1c,"Action,Adventure,Family",PG,520747,78,PG,153 min,"
As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",2009,153,7.6
The Truman Show,/title/tt0120382/,https://www.metacritic.com/movie/the-truman-show?ftag=MCD-06-10aaa1c,"Comedy,Drama",PG,1021083,90,PG,103 min,"
An insurance salesman discovers his whole life is actually a reality TV show.",1998,103,8.1
X-Men: First Class,/title/tt1270798/,https://www.metacritic.com/movie/x-men-first-class?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,674338,65,PG-13,131 min,"
In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",2011,131,7.7
Little Miss Sunshine,/title/tt0449059/,https://www.metacritic.com/movie/little-miss-sunshine?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,464089,80,R,101 min,"
A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.",2006,101,7.8
The Curious Case of Benjamin Button,/title/tt0421715/,https://www.metacritic.com/movie/the-curious-case-of-benjamin-button?ftag=MCD-06-10aaa1c,"Drama,Fantasy,Romance",PG-13,628935,70,PG-13,166 min,"
Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",2008,166,7.8
The Deer Hunter,/title/tt0077416/,https://www.metacritic.com/movie/the-deer-hunter?ftag=MCD-06-10aaa1c,"Drama,War",R,330935,86,R,183 min,"
An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.",1978,183,8.1
A Star Is Born,/title/tt1517451/,https://www.metacritic.com/movie/a-star-is-born?ftag=MCD-06-10aaa1c,"Drama,Music,Romance",R,368460,88,R,136 min,"
A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.",2018,136,7.6
Hidden Figures,/title/tt4846340/,https://www.metacritic.com/movie/hidden-figures?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG,219259,74,PG,127 min,"
The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.",2016,127,7.9
"Three Billboards Outside Ebbing, Missouri",/title/tt5027774/,https://www.metacritic.com/movie/three-billboards-outside-ebbing-missouri?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",R,483185,88,R,115 min,"
A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.",2017,115,8.1
Predator,/title/tt0093773/,https://www.metacritic.com/movie/predator?ftag=MCD-06-10aaa1c,"Action,Adventure,Horror",R,396127,,R,107 min,"
A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.",1987,107,7.8
Indiana Jones and the Raiders of the Lost Ark,/title/tt0082971/,https://www.metacritic.com/movie/raiders-of-the-lost-ark?ftag=MCD-06-10aaa1c,"Action,Adventure",PG,935566,85,PG,115 min,"
In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",1981,115,8.4
E.T. the Extra-Terrestrial,/title/tt0083866/,https://www.metacritic.com/movie/et-the-extra-terrestrial?ftag=MCD-06-10aaa1c,"Adventure,Family,Sci-Fi",PG,395441,91,PG,115 min,"
A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.",1982,115,7.8
Office Space,/title/tt0151804/,https://www.metacritic.com/movie/office-space?ftag=MCD-06-10aaa1c,Comedy,R,257762,68,R,89 min,"
Three company workers who hate their jobs decide to rebel against their greedy boss.",1999,89,7.7
The Handmaiden,/title/tt4016934/,https://www.metacritic.com/movie/the-handmaiden?ftag=MCD-06-10aaa1c,"Drama,Romance,Thriller",Not Rated,135181,84,Not Rated,145 min,"
A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",2016,145,8.1
Atonement,/title/tt0783233/,https://www.metacritic.com/movie/atonement?ftag=MCD-06-10aaa1c,"Drama,Mystery,Romance",R,269623,85,R,123 min,"
Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",2007,123,7.8
Jaws,/title/tt0073195/,https://www.metacritic.com/movie/jaws?ftag=MCD-06-10aaa1c,"Adventure,Thriller",PG,574843,87,PG,124 min,"
When a killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",1975,124,8.0
Home Alone,/title/tt0099785/,https://www.metacritic.com/movie/home-alone?ftag=MCD-06-10aaa1c,"Comedy,Family",PG,548289,63,PG,103 min,"
An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.",1990,103,7.6
Breakfast at Tiffany's,/title/tt0054698/,https://www.metacritic.com/movie/breakfast-at-tiffanys?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",Approved,175945,76,Approved,115 min,"
A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",1961,115,7.6
Reservoir Dogs,/title/tt0105236/,https://www.metacritic.com/movie/reservoir-dogs?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,980534,79,R,99 min,"
When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",1992,99,8.3
Nightcrawler,/title/tt2872718/,https://www.metacritic.com/movie/nightcrawler?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,514111,76,R,117 min,"
When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",2014,117,7.8
The Help,/title/tt1454029/,https://www.metacritic.com/movie/the-help?ftag=MCD-06-10aaa1c,Drama,PG-13,445398,62,PG-13,146 min,"
An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",2011,146,8.0
Life Is Beautiful,/title/tt0118799/,https://www.metacritic.com/movie/life-is-beautiful?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",PG-13,669525,,PG-13,116 min,"
When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",1997,116,8.6
True Grit,/title/tt1403865/,https://www.metacritic.com/movie/true-grit?ftag=MCD-06-10aaa1c,"Drama,Western",PG-13,331200,80,PG-13,110 min,"
A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.",2010,110,7.6
Mulholland Drive,/title/tt0166924/,https://www.metacritic.com/movie/mulholland-dr?ftag=MCD-06-10aaa1c,"Drama,Mystery,Thriller",R,345120,85,R,147 min,"
After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",2001,147,7.9
Groundhog Day,/title/tt0107048/,https://www.metacritic.com/movie/groundhog-day?ftag=MCD-06-10aaa1c,"Comedy,Drama,Fantasy",PG,607517,72,PG,101 min,"
A self-centered Pittsburgh weatherman finds himself inexplicably trapped in a small town as he lives the same day over and over again.",1993,101,8.0
Mission: Impossible - Fallout,/title/tt4912910/,https://www.metacritic.com/movie/mission-impossible-fallout?ftag=MCD-06-10aaa1c,"Action,Adventure,Thriller",PG-13,317263,86,PG-13,147 min,"
Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",2018,147,7.7
Blood Diamond,/title/tt0450259/,https://www.metacritic.com/movie/blood-diamond?ftag=MCD-06-10aaa1c,"Adventure,Drama,Thriller",R,531782,64,R,143 min,"
A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",2006,143,8.0
L.A. Confidential,/title/tt0119488/,https://www.metacritic.com/movie/la-confidential?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,565830,90,R,138 min,"
As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",1997,138,8.2
2001: A Space Odyssey,/title/tt0062622/,https://www.metacritic.com/movie/2001-a-space-odyssey?ftag=MCD-06-10aaa1c,"Adventure,Sci-Fi",G,645091,84,G,149 min,"
The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomputer.",1968,149,8.3
Skyfall,/title/tt1074638/,https://www.metacritic.com/movie/skyfall?ftag=MCD-06-10aaa1c,"Action,Adventure,Thriller",PG-13,679932,81,PG-13,143 min,"
James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",2012,143,7.8
Kill Bill: Vol. 1,/title/tt0266697/,https://www.metacritic.com/movie/kill-bill-vol-1?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,1072523,69,R,111 min,"
After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",2003,111,8.1
Captain America: The Winter Soldier,/title/tt1843866/,https://www.metacritic.com/movie/captain-america-the-winter-soldier?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,805031,70,PG-13,136 min,"
As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",2014,136,7.7
The Intouchables,/title/tt1675434/,https://www.metacritic.com/movie/the-intouchables?ftag=MCD-06-10aaa1c,"Biography,Comedy,Drama",R,821356,,R,112 min,"
After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",2011,112,8.5
The Wizard of Oz,/title/tt0032138/,https://www.metacritic.com/movie/the-wizard-of-oz-re-release?ftag=MCD-06-10aaa1c,"Adventure,Family,Fantasy",PG,385546,92,PG,102 min,"
Young Dorothy Gale and her dog are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",1939,102,8.0
Airplane!,/title/tt0080339/,https://www.metacritic.com/movie/airplane!?ftag=MCD-06-10aaa1c,Comedy,PG,230801,78,PG,88 min,"
A man afraid to fly must ensure that a plane lands safely after the pilots become sick.",1980,88,7.7
Ferris Bueller's Day Off,/title/tt0091042/,https://www.metacritic.com/movie/ferris-buellers-day-off?ftag=MCD-06-10aaa1c,Comedy,PG-13,344543,61,PG-13,103 min,"
A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",1986,103,7.8
Trainspotting,/title/tt0117951/,https://www.metacritic.com/movie/trainspotting?ftag=MCD-06-10aaa1c,Drama,R,668311,83,R,93 min,"
Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",1996,93,8.1
Ratatouille,/title/tt0382932/,https://www.metacritic.com/movie/ratatouille?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",G,688187,96,G,111 min,"
A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.",2007,111,8.0
Hot Fuzz,/title/tt0425112/,https://www.metacritic.com/movie/hot-fuzz?ftag=MCD-06-10aaa1c,"Action,Comedy,Mystery",R,491731,81,R,121 min,"
A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",2007,121,7.8
Full Metal Jacket,/title/tt0093058/,https://www.metacritic.com/movie/full-metal-jacket?ftag=MCD-06-10aaa1c,"Drama,War",R,716713,76,R,116 min,"
A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.",1987,116,8.3
Ford v Ferrari,/title/tt1950186/,https://www.metacritic.com/movie/ford-v-ferrari?ftag=MCD-06-10aaa1c,"Action,Biography,Drama",PG-13,356777,81,PG-13,152 min,"
American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.",2019,152,8.1
Zodiac,/title/tt0443706/,https://www.metacritic.com/movie/zodiac?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,515163,78,R,157 min,"
Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",2007,157,7.7
500 Days of Summer,/title/tt1022603/,https://www.metacritic.com/movie/500-days-of-summer?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",PG-13,498244,76,PG-13,95 min,"
After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",2009,95,7.6
Moonrise Kingdom,/title/tt1748122/,https://www.metacritic.com/movie/moonrise-kingdom?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",PG-13,340740,84,PG-13,94 min,"
A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",2012,94,7.8
Remember the Titans,/title/tt0210945/,https://www.metacritic.com/movie/remember-the-titans?ftag=MCD-06-10aaa1c,"Biography,Drama,Sport",PG,209600,,PG,113 min,"
The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.",2000,113,7.8
Donnie Brasco,/title/tt0119008/,https://www.metacritic.com/movie/donnie-brasco?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,297363,76,R,127 min,"
An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",1997,127,7.7
The Sandlot,/title/tt0108037/,https://www.metacritic.com/movie/the-sandlot?ftag=MCD-06-10aaa1c,"Comedy,Drama,Family",PG,87629,,PG,101 min,"
In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",1993,101,7.8
Road to Perdition,/title/tt0257044/,https://www.metacritic.com/movie/road-to-perdition?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,261559,72,R,117 min,"
A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",2002,117,7.7
American History X,/title/tt0120586/,https://www.metacritic.com/movie/american-history-x?ftag=MCD-06-10aaa1c,Drama,R,1087608,62,R,119 min,"
A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.",1998,119,8.5
Dark Waters,/title/tt9071322/,https://www.metacritic.com/movie/dark-waters?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,81538,73,PG-13,126 min,"
A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.",2019,126,7.6
Toy Story,/title/tt0114709/,https://www.metacritic.com/movie/toy-story?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",G,952060,95,G,81 min,"
A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.",1995,81,8.3
Dead Poets Society,/title/tt0097165/,https://www.metacritic.com/movie/dead-poets-society?ftag=MCD-06-10aaa1c,"Comedy,Drama",PG,464747,79,PG,128 min,"
Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.",1989,128,8.1
X-Men: Days of Future Past,/title/tt1877832/,https://www.metacritic.com/movie/x-men-days-of-future-past?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,691890,75,PG-13,132 min,"
The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.",2014,132,7.9
The Last Samurai,/title/tt0325710/,https://www.metacritic.com/movie/the-last-samurai?ftag=MCD-06-10aaa1c,"Action,Drama",R,424754,,R,154 min,"
An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.",2003,154,7.7
Die Hard,/title/tt0095016/,https://www.metacritic.com/movie/die-hard?ftag=MCD-06-10aaa1c,"Action,Thriller",R,849959,72,R,132 min,"
An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.",1988,132,8.2
Marriage Story,/title/tt7653254/,https://www.metacritic.com/movie/marriage-story?ftag=MCD-06-10aaa1c,"Drama,Romance",R,288645,94,R,137 min,"
Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.",2019,137,7.9
A Beautiful Mind,/title/tt0268978/,https://www.metacritic.com/movie/a-beautiful-mind?ftag=MCD-06-10aaa1c,"Biography,Drama",PG-13,901324,72,PG-13,135 min,"
After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",2001,135,8.2
Wonder,/title/tt2543472/,https://www.metacritic.com/movie/wonder?ftag=MCD-06-10aaa1c,"Drama,Family",PG,158192,66,PG,113 min,"
Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",I 2017,113,8.0
Up,/title/tt1049413/,https://www.metacritic.com/movie/up?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,1002173,88,PG,96 min,"
78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",2009,96,8.2
3:10 to Yuma,/title/tt0381849/,https://www.metacritic.com/movie/310-to-yuma?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,303595,76,R,122 min,"
A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.",2007,122,7.7
Your Name.,/title/tt5311514/,https://www.metacritic.com/movie/your-name?ftag=MCD-06-10aaa1c,"Animation,Drama,Fantasy",PG,242595,79,PG,106 min,"
Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",2016,106,8.4
Psycho,/title/tt0054215/,https://www.metacritic.com/movie/psycho-1960?ftag=MCD-06-10aaa1c,"Horror,Mystery,Thriller",R,646643,97,R,109 min,"
A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",1960,109,8.5
Ocean's Eleven,/title/tt0240772/,https://www.metacritic.com/movie/oceans-eleven?ftag=MCD-06-10aaa1c,"Crime,Thriller",PG-13,552370,74,PG-13,116 min,"
Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.",2001,116,7.7
Inside Man,/title/tt0454848/,https://www.metacritic.com/movie/inside-man?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,362745,76,R,129 min,"
A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",2006,129,7.6
Inside Out,/title/tt2096673/,https://www.metacritic.com/movie/inside-out-2015?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,677210,94,PG,95 min,"
After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",I 2015,95,8.1
Gone with the Wind,/title/tt0031381/,https://www.metacritic.com/movie/gone-with-the-wind?ftag=MCD-06-10aaa1c,"Drama,History,Romance",Passed,307500,97,Passed,238 min,"
The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.",1939,238,8.1
V for Vendetta,/title/tt0434409/,https://www.metacritic.com/movie/v-for-vendetta?ftag=MCD-06-10aaa1c,"Action,Drama,Sci-Fi",R,1089536,62,R,132 min,"
In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V,"" plots to overthrow it with the help of a young woman.",2005,132,8.1
Fantastic Mr. Fox,/title/tt0432283/,https://www.metacritic.com/movie/fantastic-mr-fox?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,221518,83,PG,87 min,"
An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.",2009,87,7.9
Apocalypto,/title/tt0472043/,https://www.metacritic.com/movie/apocalypto?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",R,305351,68,R,139 min,"
As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",2006,139,7.8
