title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,introduction,produce_year,runtime,rating
12 Angry Men,/title/tt0050083/,https://www.metacritic.com/movie/12-angry-men?ftag=MCD-06-10aaa1c,"Crime,Drama",Approved,753731,96,Approved,96 min,"
The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.",1957,96,9.0
Eternal Sunshine of the Spotless Mind,/title/tt0338013/,https://www.metacritic.com/movie/eternal-sunshine-of-the-spotless-mind?ftag=MCD-06-10aaa1c,"Drama,Romance,Sci-Fi",R,969988,89,R,108 min,"
When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",2004,108,8.3
Moana,/title/tt3521164/,https://www.metacritic.com/movie/moana?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,313632,81,PG,107 min,"
In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",I 2016,107,7.6
Donnie Darko,/title/tt0246578/,https://www.metacritic.com/movie/donnie-darko-the-directors-cut?ftag=MCD-06-10aaa1c,"Drama,Mystery,Sci-Fi",R,777133,88,R,113 min,"
After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",2001,113,8.0
Good Will Hunting,/title/tt0119217/,https://www.metacritic.com/movie/good-will-hunting?ftag=MCD-06-10aaa1c,"Drama,Romance",R,926389,70,R,126 min,"
Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",1997,126,8.3
The Goonies,/title/tt0089218/,https://www.metacritic.com/movie/the-goonies?ftag=MCD-06-10aaa1c,"Adventure,Comedy,Family",PG,262419,62,PG,114 min,"
A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.",1985,114,7.8
Apocalypse Now,/title/tt0078788/,https://www.metacritic.com/movie/apocalypse-now?ftag=MCD-06-10aaa1c,"Drama,Mystery,War",R,644479,94,R,147 min,"
A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.",1979,147,8.4
Braveheart,/title/tt0112573/,https://www.metacritic.com/movie/braveheart?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,1008327,68,R,178 min,"
Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.",1995,178,8.3
Blade Runner,/title/tt0083658/,https://www.metacritic.com/movie/blade-runner?ftag=MCD-06-10aaa1c,"Action,Drama,Sci-Fi",R,741343,84,R,117 min,"
A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",1982,117,8.1
The Lord of the Rings: The Two Towers,/title/tt0167261/,https://www.metacritic.com/movie/the-lord-of-the-rings-the-two-towers?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",PG,1588127,87,PG,179 min,"
While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",2002,179,8.7
Hamilton,/title/tt8503618/,https://www.metacritic.com/movie/hamilton-2020?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,83434,90,PG-13,160 min,"
The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",2020,160,8.4
Harry Potter and the Prisoner of Azkaban,/title/tt0304141/,https://www.metacritic.com/movie/harry-potter-and-the-prisoner-of-azkaban?ftag=MCD-06-10aaa1c,"Adventure,Family,Fantasy",PG,606274,82,PG,142 min,"
Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",2004,142,7.9
The Girl with the Dragon Tattoo,/title/tt1568346/,https://www.metacritic.com/movie/the-girl-with-the-dragon-tattoo-2011?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,451497,71,R,158 min,"
Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",2011,158,7.8
Star Wars: Episode VII - The Force Awakens,/title/tt2488496/,https://www.metacritic.com/movie/star-wars-episode-vii---the-force-awakens?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,901707,80,PG-13,138 min,"
As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",2015,138,7.8
Alien,/title/tt0078748/,https://www.metacritic.com/movie/alien-1979?ftag=MCD-06-10aaa1c,"Horror,Sci-Fi",R,844368,89,R,117 min,"
The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.",1979,117,8.4
Come and See,/title/tt0091251/,https://www.metacritic.com/movie/alien-1979?ftag=MCD-06-10aaa1c,"Drama,Thriller,War",Not Rated,72586,,Not Rated,142 min,"
After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",1985,142,8.3
Straight Outta Compton,/title/tt1398426/,https://www.metacritic.com/movie/straight-outta-compton?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,194612,72,R,147 min,"
The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",2015,147,7.8
The Social Network,/title/tt1285016/,https://www.metacritic.com/movie/the-social-network?ftag=MCD-06-10aaa1c,"Biography,Drama",PG-13,675365,95,PG-13,120 min,"
As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",2010,120,7.7
Green Book,/title/tt6966692/,https://www.metacritic.com/movie/green-book?ftag=MCD-06-10aaa1c,"Biography,Comedy,Drama",PG-13,452580,69,PG-13,130 min,"
A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.",2018,130,8.2
The Avengers,/title/tt0848228/,https://www.metacritic.com/movie/the-avengers-2012?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,1340708,69,PG-13,143 min,"
Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.",2012,143,8.0
Scarface,/title/tt0086250/,https://www.metacritic.com/movie/scarface?ftag=MCD-06-10aaa1c,"Crime,Drama",R,800828,65,R,170 min,"
In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",1983,170,8.3
Logan,/title/tt3315342/,https://www.metacritic.com/movie/logan-2017?ftag=MCD-06-10aaa1c,"Action,Drama,Sci-Fi",R,715516,77,R,137 min,"
In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",2017,137,8.1
Iron Man,/title/tt0371746/,https://www.metacritic.com/movie/iron-man?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,1014706,79,PG-13,126 min,"
After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008,126,7.9
The Hunt,/title/tt2106476/,https://www.metacritic.com/movie/the-hunt?ftag=MCD-06-10aaa1c,Drama,R,315032,77,R,115 min,"
A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",2012,115,8.3
The Fifth Element,/title/tt0119116/,https://www.metacritic.com/movie/the-fifth-element?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,459203,,PG-13,126 min,"
In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",1997,126,7.7
The Usual Suspects,/title/tt0114814/,https://www.metacritic.com/movie/the-usual-suspects?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,1051483,77,R,106 min,"
A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",1995,106,8.5
Harry Potter and the Deathly Hallows: Part 2,/title/tt1201607/,https://www.metacritic.com/movie/harry-potter-and-the-deathly-hallows-part-2?ftag=MCD-06-10aaa1c,"Adventure,Fantasy,Mystery",PG-13,833722,85,PG-13,130 min,"
Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",2011,130,8.1
Hell or High Water,/title/tt2582782/,https://www.metacritic.com/movie/hell-or-high-water?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,222278,88,R,102 min,"
A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.",II 2016,102,7.6
Train to Busan,/title/tt5700672/,https://www.metacritic.com/movie/train-to-busan?ftag=MCD-06-10aaa1c,"Action,Horror,Thriller",Not Rated,204368,73,Not Rated,118 min,"
While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",2016,118,7.6
The Revenant,/title/tt1663202/,https://www.metacritic.com/movie/the-revenant-2015?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",R,768258,76,R,156 min,"
A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.",2015,156,8.0
Rogue One: A Star Wars Story,/title/tt3748528/,https://www.metacritic.com/movie/rogue-one-a-star-wars-story?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,597784,65,PG-13,133 min,"
In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",2016,133,7.8
Terminator 2: Judgment Day,/title/tt0103064/,https://www.metacritic.com/movie/terminator-2-judgment-day?ftag=MCD-06-10aaa1c,"Action,Sci-Fi",R,1057714,75,R,137 min,"
A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",1991,137,8.5
The Martian,/title/tt3659388/,https://www.metacritic.com/movie/the-martian?ftag=MCD-06-10aaa1c,"Adventure,Drama,Sci-Fi",PG-13,818727,80,PG-13,144 min,"
An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",2015,144,8.0
The Irishman,/title/tt1302006/,https://www.metacritic.com/movie/the-irishman?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,365835,94,R,209 min,"
Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.",2019,209,7.8
Star Wars: Episode VI - Return of the Jedi,/title/tt0086190/,https://www.metacritic.com/movie/star-wars-episode-vi---return-of-the-jedi?ftag=MCD-06-10aaa1c,"Action,Adventure,Fantasy",PG,1010470,,PG,131 min,"
After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",1983,131,8.3
The Big Lebowski,/title/tt0118715/,https://www.metacritic.com/movie/the-big-lebowski?ftag=MCD-06-10aaa1c,"Comedy,Crime",R,783345,71,R,117 min,"
Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife.",1998,117,8.1
Black Hawk Down,/title/tt0265086/,https://www.metacritic.com/movie/black-hawk-down?ftag=MCD-06-10aaa1c,"Action,Drama,History",R,385581,74,R,144 min,"
The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",2001,144,7.7
Dunkirk,/title/tt5013056/,https://www.metacritic.com/movie/dunkirk?ftag=MCD-06-10aaa1c,"Action,Drama,History",PG-13,620265,94,PG-13,106 min,"
Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",2017,106,7.8
The Godfather: Part II,/title/tt0071562/,https://www.metacritic.com/movie/the-godfather-part-ii?ftag=MCD-06-10aaa1c,"Crime,Drama",R,1216363,90,R,202 min,"
The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",1974,202,9.0
Harry Potter and the Deathly Hallows: Part 1,/title/tt0926084/,https://www.metacritic.com/movie/harry-potter-and-the-deathly-hallows-part-i?ftag=MCD-06-10aaa1c,"Adventure,Family,Fantasy",PG-13,523884,65,PG-13,146 min,"
As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",2010,146,7.7
About Time,/title/tt2194499/,https://www.metacritic.com/movie/about-time?ftag=MCD-06-10aaa1c,"Comedy,Drama,Fantasy",R,332696,,R,123 min,"
At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",I 2013,123,7.8
La La Land,/title/tt3783958/,https://www.metacritic.com/movie/la-la-land?ftag=MCD-06-10aaa1c,"Comedy,Drama,Music",PG-13,557401,94,PG-13,128 min,"
While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",2016,128,8.0
The Sixth Sense,/title/tt0167404/,https://www.metacritic.com/movie/the-sixth-sense?ftag=MCD-06-10aaa1c,"Drama,Mystery,Thriller",PG-13,960288,64,PG-13,107 min,"
A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",1999,107,8.1
Aliens,/title/tt0090605/,https://www.metacritic.com/movie/aliens?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",R,693384,84,R,137 min,"
Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",1986,137,8.3
